propid,name,simbad,title,bibcode,author,fa,altnames
15109,HD-15082,WASP-33,"near-ir spectroscopy of the hottest known exoplanet, wasp-33b",2011hst..prop12495D,"['Deming, Drake']",Deming Drake,"['1SWASP J022651.05+373301.7' '2MASS J02265106+3733017' 'AG+37  282'
 'BD+36   489' 'GEN# +1.00015082' 'GPM  36.712745+37.550502' 'GPM1  84'
 'GSC 02831-00594' 'Gaia DR1 328636019723252096'
 'Gaia DR2 328636019723252096' 'HD  15082' 'HIC  11397' 'HIP  11397'
 'PPM  67341' 'Pul -3  190002' 'Renson 3750' 'SAO  55561' 'TD1  1417'
 'TIC 129979528' 'TYC 2831-594-1' 'WASP-33' 'uvby98 100015082']"
15109,HD-15082,WASP-33,caught red-handed: a novel search for the culprit behind thermal inversions in exoplanet atmospheres,2017hst..prop15109K,"['Kreidberg, Laura']",Kreidberg Laura,"['1SWASP J022651.05+373301.7' '2MASS J02265106+3733017' 'AG+37  282'
 'BD+36   489' 'GEN# +1.00015082' 'GPM  36.712745+37.550502' 'GPM1  84'
 'GSC 02831-00594' 'Gaia DR1 328636019723252096'
 'Gaia DR2 328636019723252096' 'HD  15082' 'HIC  11397' 'HIP  11397'
 'PPM  67341' 'Pul -3  190002' 'Renson 3750' 'SAO  55561' 'TD1  1417'
 'TIC 129979528' 'TYC 2831-594-1' 'WASP-33' 'uvby98 100015082']"
15109,HD-15082,WASP-33,reigniting the debate: first spectroscopic evidence for stratospheres in hot jupiters,2015ESS.....311115M,"['Mandell, Avi M.', 'Haynes, Korey', 'Madhusudhan, Nikku', 'Deming, Drake', 'Knutson, Heather']",Avi M. Mandell,"['1SWASP J022651.05+373301.7' '2MASS J02265106+3733017' 'AG+37  282'
 'BD+36   489' 'GEN# +1.00015082' 'GPM  36.712745+37.550502' 'GPM1  84'
 'GSC 02831-00594' 'Gaia DR1 328636019723252096'
 'Gaia DR2 328636019723252096' 'HD  15082' 'HIC  11397' 'HIP  11397'
 'PPM  67341' 'Pul -3  190002' 'Renson 3750' 'SAO  55561' 'TD1  1417'
 'TIC 129979528' 'TYC 2831-594-1' 'WASP-33' 'uvby98 100015082']"
13573,HD-165459,HD 165459,wfc3: precision infrared spectrophotometry with spatial scans of hd 189733b and vega,2014AAS...22334721M,"['McCullough, Peter R.', 'Crouzet, N.', 'Deming, D.', 'Madhusudhan, N.', 'Deustua, S. E.', 'WFC3']",McCullough Peter R.,"['2MASS J18023073+5837381' 'AG+58 1104' 'AGKR 16101' 'BD+58  1781'
 'GC 24604' 'GEN# +1.00165459' 'GSC 03915-01288'
 'Gaia DR2 2152139190687051008' 'HD 165459' 'HIC  88349' 'HIP  88349'
 'PMC 90-93  4258' 'PPM  36333' 'SAO  30711' 'SKY# 32728' 'TD1 21621'
 'TIC 383623835' 'TYC 3915-1288-1' 'YZ  58  9605' 'uvby98 100165459']"
13573,HD-165459,HD 165459,wide field camera 3: phase ii proposal update for cycle 21,2013AAS...22231612G,"['Gunning, Heather C.', 'Anderson, J.', 'Baggett, S. M.', 'Dahlen, T.', 'Dressel, L. L.', 'Long, K. S.', 'MacKenty, J. W.', 'WFC3']",C. Gunning Heather,"['2MASS J18023073+5837381' 'AG+58 1104' 'AGKR 16101' 'BD+58  1781'
 'GC 24604' 'GEN# +1.00165459' 'GSC 03915-01288'
 'Gaia DR2 2152139190687051008' 'HD 165459' 'HIC  88349' 'HIP  88349'
 'PMC 90-93  4258' 'PPM  36333' 'SAO  30711' 'SKY# 32728' 'TD1 21621'
 'TIC 383623835' 'TYC 3915-1288-1' 'YZ  58  9605' 'uvby98 100165459']"
13573,HD-165459,HD 165459,status and calibration of the hst wide field camera 3,2013AAS...22134401M,"['MacKenty, John W.', 'WFC3']",John MacKenty W.,"['2MASS J18023073+5837381' 'AG+58 1104' 'AGKR 16101' 'BD+58  1781'
 'GC 24604' 'GEN# +1.00165459' 'GSC 03915-01288'
 'Gaia DR2 2152139190687051008' 'HD 165459' 'HIC  88349' 'HIP  88349'
 'PMC 90-93  4258' 'PPM  36333' 'SAO  30711' 'SKY# 32728' 'TD1 21621'
 'TIC 383623835' 'TYC 3915-1288-1' 'YZ  58  9605' 'uvby98 100165459']"
13573,HD-165459,HD 165459,wfc3 - geometry distortion and multidrizzle,2010AAS...21546309K,"['Kozhurina-Platais, Vera', 'McLean, B.', 'Cox, C.', 'Dressel, L.', 'Petro, L.', 'Bushouse, H.', 'Hack, W.', 'WFC3']",Kozhurina-Platais Vera,"['2MASS J18023073+5837381' 'AG+58 1104' 'AGKR 16101' 'BD+58  1781'
 'GC 24604' 'GEN# +1.00165459' 'GSC 03915-01288'
 'Gaia DR2 2152139190687051008' 'HD 165459' 'HIC  88349' 'HIP  88349'
 'PMC 90-93  4258' 'PPM  36333' 'SAO  30711' 'SKY# 32728' 'TD1 21621'
 'TIC 383623835' 'TYC 3915-1288-1' 'YZ  58  9605' 'uvby98 100165459']"
13625,HD-165459,HD 165459,wfc3: precision infrared spectrophotometry with spatial scans of hd 189733b and vega,2014AAS...22334721M,"['McCullough, Peter R.', 'Crouzet, N.', 'Deming, D.', 'Madhusudhan, N.', 'Deustua, S. E.', 'WFC3']",McCullough Peter R.,"['2MASS J18023073+5837381' 'AG+58 1104' 'AGKR 16101' 'BD+58  1781'
 'GC 24604' 'GEN# +1.00165459' 'GSC 03915-01288'
 'Gaia DR2 2152139190687051008' 'HD 165459' 'HIC  88349' 'HIP  88349'
 'PMC 90-93  4258' 'PPM  36333' 'SAO  30711' 'SKY# 32728' 'TD1 21621'
 'TIC 383623835' 'TYC 3915-1288-1' 'YZ  58  9605' 'uvby98 100165459']"
13625,HD-165459,HD 165459,wide field camera 3: phase ii proposal update for cycle 21,2013AAS...22231612G,"['Gunning, Heather C.', 'Anderson, J.', 'Baggett, S. M.', 'Dahlen, T.', 'Dressel, L. L.', 'Long, K. S.', 'MacKenty, J. W.', 'WFC3']",C. Gunning Heather,"['2MASS J18023073+5837381' 'AG+58 1104' 'AGKR 16101' 'BD+58  1781'
 'GC 24604' 'GEN# +1.00165459' 'GSC 03915-01288'
 'Gaia DR2 2152139190687051008' 'HD 165459' 'HIC  88349' 'HIP  88349'
 'PMC 90-93  4258' 'PPM  36333' 'SAO  30711' 'SKY# 32728' 'TD1 21621'
 'TIC 383623835' 'TYC 3915-1288-1' 'YZ  58  9605' 'uvby98 100165459']"
13625,HD-165459,HD 165459,status and calibration of the hst wide field camera 3,2013AAS...22134401M,"['MacKenty, John W.', 'WFC3']",John MacKenty W.,"['2MASS J18023073+5837381' 'AG+58 1104' 'AGKR 16101' 'BD+58  1781'
 'GC 24604' 'GEN# +1.00165459' 'GSC 03915-01288'
 'Gaia DR2 2152139190687051008' 'HD 165459' 'HIC  88349' 'HIP  88349'
 'PMC 90-93  4258' 'PPM  36333' 'SAO  30711' 'SKY# 32728' 'TD1 21621'
 'TIC 383623835' 'TYC 3915-1288-1' 'YZ  58  9605' 'uvby98 100165459']"
13625,HD-165459,HD 165459,wfc3 - geometry distortion and multidrizzle,2010AAS...21546309K,"['Kozhurina-Platais, Vera', 'McLean, B.', 'Cox, C.', 'Dressel, L.', 'Petro, L.', 'Bushouse, H.', 'Hack, W.', 'WFC3']",Kozhurina-Platais Vera,"['2MASS J18023073+5837381' 'AG+58 1104' 'AGKR 16101' 'BD+58  1781'
 'GC 24604' 'GEN# +1.00165459' 'GSC 03915-01288'
 'Gaia DR2 2152139190687051008' 'HD 165459' 'HIC  88349' 'HIP  88349'
 'PMC 90-93  4258' 'PPM  36333' 'SAO  30711' 'SKY# 32728' 'TD1 21621'
 'TIC 383623835' 'TYC 3915-1288-1' 'YZ  58  9605' 'uvby98 100165459']"
11740,HD-189733,GJ  4130,wfc3: precision infrared spectrophotometry with spatial scans of hd 189733b and vega,2014AAS...22334721M,"['McCullough, Peter R.', 'Crouzet, N.', 'Deming, D.', 'Madhusudhan, N.', 'Deustua, S. E.', 'WFC3']",McCullough Peter R.,"['** BAK    1A' '1RXS J200043.3+224240' '2MASS J20004370+2242391'
 'AG+22 2072' 'ASCC  807144' 'BD+22  3887' 'EXO 195834+2234.6' 'GC 27741'
 'GEN# +1.00189733' 'GJ  4130' 'GSC 02141-00972'
 'Gaia DR1 1827242811876888960' 'Gaia DR2 1827242816201846144' 'HD 189733'
 'HIC  98505' 'HIP  98505' 'LSPM J2000+2242' 'LTT 15851' 'NLTT 48568'
 'PPM 110211' 'SAO  88060' 'SKY# 37530' 'SPOCS 3132' 'TIC 256364928'
 'TYC 2141-972-1' 'USNO-B1.0 1127-00538857' 'V* V452 Vul'
 'WDS J20007+2243A' 'WISEA J200043.63+224236.1' 'Wolf  864' 'YZ  22  7419'
 'uvby98 100189733']"
11740,HD-189733,GJ  4130,wide field camera 3: phase ii proposal update for cycle 21,2013AAS...22231612G,"['Gunning, Heather C.', 'Anderson, J.', 'Baggett, S. M.', 'Dahlen, T.', 'Dressel, L. L.', 'Long, K. S.', 'MacKenty, J. W.', 'WFC3']",C. Gunning Heather,"['** BAK    1A' '1RXS J200043.3+224240' '2MASS J20004370+2242391'
 'AG+22 2072' 'ASCC  807144' 'BD+22  3887' 'EXO 195834+2234.6' 'GC 27741'
 'GEN# +1.00189733' 'GJ  4130' 'GSC 02141-00972'
 'Gaia DR1 1827242811876888960' 'Gaia DR2 1827242816201846144' 'HD 189733'
 'HIC  98505' 'HIP  98505' 'LSPM J2000+2242' 'LTT 15851' 'NLTT 48568'
 'PPM 110211' 'SAO  88060' 'SKY# 37530' 'SPOCS 3132' 'TIC 256364928'
 'TYC 2141-972-1' 'USNO-B1.0 1127-00538857' 'V* V452 Vul'
 'WDS J20007+2243A' 'WISEA J200043.63+224236.1' 'Wolf  864' 'YZ  22  7419'
 'uvby98 100189733']"
11740,HD-189733,GJ  4130,status and calibration of the hst wide field camera 3,2013AAS...22134401M,"['MacKenty, John W.', 'WFC3']",John MacKenty W.,"['** BAK    1A' '1RXS J200043.3+224240' '2MASS J20004370+2242391'
 'AG+22 2072' 'ASCC  807144' 'BD+22  3887' 'EXO 195834+2234.6' 'GC 27741'
 'GEN# +1.00189733' 'GJ  4130' 'GSC 02141-00972'
 'Gaia DR1 1827242811876888960' 'Gaia DR2 1827242816201846144' 'HD 189733'
 'HIC  98505' 'HIP  98505' 'LSPM J2000+2242' 'LTT 15851' 'NLTT 48568'
 'PPM 110211' 'SAO  88060' 'SKY# 37530' 'SPOCS 3132' 'TIC 256364928'
 'TYC 2141-972-1' 'USNO-B1.0 1127-00538857' 'V* V452 Vul'
 'WDS J20007+2243A' 'WISEA J200043.63+224236.1' 'Wolf  864' 'YZ  22  7419'
 'uvby98 100189733']"
11740,HD-189733,GJ  4130,wfc3 - geometry distortion and multidrizzle,2010AAS...21546309K,"['Kozhurina-Platais, Vera', 'McLean, B.', 'Cox, C.', 'Dressel, L.', 'Petro, L.', 'Bushouse, H.', 'Hack, W.', 'WFC3']",Kozhurina-Platais Vera,"['** BAK    1A' '1RXS J200043.3+224240' '2MASS J20004370+2242391'
 'AG+22 2072' 'ASCC  807144' 'BD+22  3887' 'EXO 195834+2234.6' 'GC 27741'
 'GEN# +1.00189733' 'GJ  4130' 'GSC 02141-00972'
 'Gaia DR1 1827242811876888960' 'Gaia DR2 1827242816201846144' 'HD 189733'
 'HIC  98505' 'HIP  98505' 'LSPM J2000+2242' 'LTT 15851' 'NLTT 48568'
 'PPM 110211' 'SAO  88060' 'SKY# 37530' 'SPOCS 3132' 'TIC 256364928'
 'TYC 2141-972-1' 'USNO-B1.0 1127-00538857' 'V* V452 Vul'
 'WDS J20007+2243A' 'WISEA J200043.63+224236.1' 'Wolf  864' 'YZ  22  7419'
 'uvby98 100189733']"
15820,HD-195689,HD 195689,wfc3: precision infrared spectrophotometry with spatial scans of hd 189733b and vega,2014AAS...22334721M,"['McCullough, Peter R.', 'Crouzet, N.', 'Deming, D.', 'Madhusudhan, N.', 'Deustua, S. E.', 'WFC3']",McCullough Peter R.,"['2MASS J20312634+3956196' 'AG+39 2158' 'AGKR 18360' 'BD+39  4221'
 'CEL   5094' 'GEN# +1.00195689' 'GSC 03157-00638'
 'Gaia DR1 2064327274354331520' 'Gaia DR2 2064327278651198336' 'HD 195689'
 'HIC 101252' 'HIP 101252' 'KELT-9' 'PPM  85104' 'SAO  70152' 'SKY# 38837'
 'TD1 26880' 'TIC 16740101' 'TYC 3157-638-1' 'UBV   17807' 'UBV M  24935'
 'uvby98 100195689']"
15820,HD-195689,HD 195689,wide field camera 3: phase ii proposal update for cycle 21,2013AAS...22231612G,"['Gunning, Heather C.', 'Anderson, J.', 'Baggett, S. M.', 'Dahlen, T.', 'Dressel, L. L.', 'Long, K. S.', 'MacKenty, J. W.', 'WFC3']",C. Gunning Heather,"['2MASS J20312634+3956196' 'AG+39 2158' 'AGKR 18360' 'BD+39  4221'
 'CEL   5094' 'GEN# +1.00195689' 'GSC 03157-00638'
 'Gaia DR1 2064327274354331520' 'Gaia DR2 2064327278651198336' 'HD 195689'
 'HIC 101252' 'HIP 101252' 'KELT-9' 'PPM  85104' 'SAO  70152' 'SKY# 38837'
 'TD1 26880' 'TIC 16740101' 'TYC 3157-638-1' 'UBV   17807' 'UBV M  24935'
 'uvby98 100195689']"
15820,HD-195689,HD 195689,status and calibration of the hst wide field camera 3,2013AAS...22134401M,"['MacKenty, John W.', 'WFC3']",John MacKenty W.,"['2MASS J20312634+3956196' 'AG+39 2158' 'AGKR 18360' 'BD+39  4221'
 'CEL   5094' 'GEN# +1.00195689' 'GSC 03157-00638'
 'Gaia DR1 2064327274354331520' 'Gaia DR2 2064327278651198336' 'HD 195689'
 'HIC 101252' 'HIP 101252' 'KELT-9' 'PPM  85104' 'SAO  70152' 'SKY# 38837'
 'TD1 26880' 'TIC 16740101' 'TYC 3157-638-1' 'UBV   17807' 'UBV M  24935'
 'uvby98 100195689']"
15820,HD-195689,HD 195689,wfc3 - geometry distortion and multidrizzle,2010AAS...21546309K,"['Kozhurina-Platais, Vera', 'McLean, B.', 'Cox, C.', 'Dressel, L.', 'Petro, L.', 'Bushouse, H.', 'Hack, W.', 'WFC3']",Kozhurina-Platais Vera,"['2MASS J20312634+3956196' 'AG+39 2158' 'AGKR 18360' 'BD+39  4221'
 'CEL   5094' 'GEN# +1.00195689' 'GSC 03157-00638'
 'Gaia DR1 2064327274354331520' 'Gaia DR2 2064327278651198336' 'HD 195689'
 'HIC 101252' 'HIP 101252' 'KELT-9' 'PPM  85104' 'SAO  70152' 'SKY# 38837'
 'TD1 26880' 'TIC 16740101' 'TYC 3157-638-1' 'UBV   17807' 'UBV M  24935'
 'uvby98 100195689']"
13467,HD-209458,HD 209458,a framework to combine low- and high-resolution spectroscopy for the atmospheres of transiting exoplanets,2017ApJ...839L...2B,"['Brogi, M.', 'Line, M.', 'Bean, J.', 'Désert, J. -M.', 'Schwarz, H.']",Brogi M.,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,estimating dayside effective temperatures of hot jupiters and associated uncertainties through gaussian process regression,2019MNRAS.489..941P,"['Pass, Emily K.', 'Cowan, Nicolas B.', 'Cubillos, Patricio E.', 'Sklar, Jack G.']",Emily K. Pass,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,testing known and unknown systematics in hst/wfc3 spatial scans with the wayne simulator,2019arXiv190801692T,"['Tsiaras, A.', 'Ozden, J.']",A. Tsiaras,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,sset: spatially-scanned spectra of exoplanet transits,2012AAS...21924114M,"['McCullough, Peter R.', 'Berta, Z. K.', 'Howard, A. W.', 'MacKenty, J. W.', 'WFC3 Team']",McCullough Peter R.,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,the pyrat bay framework for exoplanet atmospheric modelling: a population study of hubble/wfc3 transmission spectra,2021MNRAS.505.2675C,"['Cubillos, Patricio E.', 'Blecic, Jasmina']",Cubillos E. Patricio,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,jexosim 2.0: end-to-end jwst simulator for exoplanet spectroscopy - implementation and case studies,2021MNRAS.508..433S,"['Sarkar, Subhajit', 'Madhusudhan, Nikku']",Sarkar Subhajit,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,wfc3: precision infrared spectrophotometry with spatial scans of hd 189733b and vega,2014AAS...22334721M,"['McCullough, Peter R.', 'Crouzet, N.', 'Deming, D.', 'Madhusudhan, N.', 'Deustua, S. E.', 'WFC3']",McCullough Peter R.,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,wide field camera 3: phase ii proposal update for cycle 21,2013AAS...22231612G,"['Gunning, Heather C.', 'Anderson, J.', 'Baggett, S. M.', 'Dahlen, T.', 'Dressel, L. L.', 'Long, K. S.', 'MacKenty, J. W.', 'WFC3']",C. Gunning Heather,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,status and calibration of the hst wide field camera 3,2013AAS...22134401M,"['MacKenty, John W.', 'WFC3']",John MacKenty W.,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,wfc3 - geometry distortion and multidrizzle,2010AAS...21546309K,"['Kozhurina-Platais, Vera', 'McLean, B.', 'Cox, C.', 'Dressel, L.', 'Petro, L.', 'Bushouse, H.', 'Hack, W.', 'WFC3']",Kozhurina-Platais Vera,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,infrared transmission spectroscopy of the exoplanets hd 209458b and xo-1b using the wide field camera-3 on the hubble space telescope,2013ApJ...774...95D,"['Deming, Drake', 'Wilkins, Ashlee', 'McCullough, Peter', 'Burrows, Adam', 'Fortney, Jonathan J.', 'Agol, Eric', 'Dobbs-Dixon, Ian', 'Madhusudhan, Nikku', 'Crouzet, Nicolas', 'Desert, Jean-Michel', 'Gilliland, Ronald L.', 'Haynes, Korey', 'Knutson, Heather A.', 'Line, Michael', 'Magic, Zazralt', 'Mandell, Avi M.', 'Ranjan, Sukrit', 'Charbonneau, David', 'Clampin, Mark', 'Seager, Sara', 'Showman, Adam P.']",Deming Drake,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,no thermal inversion and a solar water abundance for the hot jupiter hd 209458b from hst/wfc3 spectroscopy,2016AJ....152..203L,"['Line, Michael R.', 'Stevenson, Kevin B.', 'Bean, Jacob', 'Desert, Jean-Michel', 'Fortney, Jonathan J.', 'Kreidberg, Laura', 'Madhusudhan, Nikku', 'Showman, Adam P.', 'Diamond-Lowe, Hannah']",Line Michael R.,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,the prevalence of dust on the exoplanet hd 189733b from hubble and spitzer observations,2013MNRAS.432.2917P,"['Pont, F.', 'Sing, D. K.', 'Gibson, N. P.', 'Aigrain, S.', 'Henry, G.', 'Husnoo, N.']",F. Pont,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,the atmospheric circulation of the hot jupiter wasp-43b: comparing three-dimensional models to spectrophotometric data,2015ApJ...801...86K,"['Kataria, Tiffany', 'Showman, Adam P.', 'Fortney, Jonathan J.', 'Stevenson, Kevin B.', 'Line, Michael R.', 'Kreidberg, Laura', 'Bean, Jacob L.', 'Désert, Jean-Michel']",Kataria Tiffany,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,wayne—a simulator for hst  wfc3 ir grism spectroscopy,2017ApJS..231...13V,"['Varley, R.', 'Tsiaras, A.', 'Karpouzas, K.']",R. Varley,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,"overcast on osiris: 3d radiative-hydrodynamical simulations of a cloudy hot jupiter using the parametrized, phase-equilibrium cloud formation code eddysed",2019MNRAS.488.1332L,"['Lines, S.', 'Mayne, N. J.', 'Manners, J.', 'Boutle, I. A.', 'Drummond, B.', 'Mikal-Evans, T.', 'Kohary, K.', 'Sing, D. K.']",Lines S.,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
13467,HD-209458,HD 209458,signatures of nitrogen chemistry in hot jupiter atmospheres,2017ApJ...850L..15M,"['MacDonald, Ryan J.', 'Madhusudhan, Nikku']",J. MacDonald Ryan,"['2MASS J22031077+1853036' 'AG+18 2243' 'AGKR 19726' 'BD+18  4917'
 'GEN# +1.00209458' 'GSC 01688-01821' 'Gaia DR1 1779546753373081600'
 'Gaia DR2 1779546757669063552' 'HD 209458' 'HIC 108859' 'HIP 108859'
 'PPM 141002' 'SAO 107623' 'SKY# 42008' 'SPOCS  953' 'TIC 420814525'
 'TYC 1688-1821-1' 'V* V376 Pe' 'YZ  18  9012' 'uvby98 100209458']"
